,site_name,url,title,type,description,price:amount,price:currency,image,image:secure_url,availability,kit
19,Dangkeebs,https://dangkeebs.com/products/sp-star-meteor-orange,SP-Star Meteor Orange,product,"SP-Star Meteor Orange is a light tactile from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to",5.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2546_1200x1200.jpg?v=1663129403,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2546_1200x1200.jpg?v=1663129403,Add to cart,Default Title
20,Dangkeebs,https://dangkeebs.com/products/sp-star-meteor-purple,SP-Star Meteor Purple,product,"SP-Star Meteor Purple is a medium tactile from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready t",5.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2544_1200x1200.jpg?v=1663129885,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2544_1200x1200.jpg?v=1663129885,Sold out,Default Title  - Sold out
21,Dangkeebs,https://dangkeebs.com/products/sp-star-meteor-gray,SP-Star Meteor Gray,product,"SP-Star Meteor Grays are a linear from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to go as ",5.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2540_2_1200x1200.jpg?v=1663130195,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2540_2_1200x1200.jpg?v=1663130195,Add to cart,Default Title
22,Dangkeebs,https://dangkeebs.com/products/sp-star-meteor-white,SP-Star Meteor White,product,"SP-Star Meteor Whites are a linear from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to go as",5.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1463_1200x1200.jpg?v=1646588237,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1463_1200x1200.jpg?v=1646588237,Sold out,Default Title  - Sold out
23,Dangkeebs,https://dangkeebs.com/products/mamba,Mamba,product,"Mamba Switches pay tribute to a legend. They're constructed with the extremely smooth molds the community is familiar with from JWK. They feature an extended long pole stem made of LY for exceptionally satisfying bottom-out feel and acoustics. This is coupled with an improved factory lubing technique, making them argua",6.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2389_1200x1200.jpg?v=1662434981,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2389_1200x1200.jpg?v=1662434981,Add to cart,Default Title
24,Dangkeebs,https://dangkeebs.com/products/splash-brothers,Splash Brothers,product,"Splash Brothers are inspired by a dynamic duo. They feature an incredibly short actuation distance of 1.0mm, and a carefully applied thin coat of factory lube. These features allow them to be exceptionally quick, and smooth. When milliseconds count, these switches will prevail.    Switches are sold in packs of 10. Quan",2.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2381_1200x1200.jpg?v=1662436747,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2381_1200x1200.jpg?v=1662436747,Sold out,Default Title  - Sold out
25,Dangkeebs,https://dangkeebs.com/products/jwick-semi-silent,Jwick Semi-Silent,product,Jwick Semi-Silents offer a unique sound signature via silicone dampeners on the top of the stem rails. This provides a full bottom-out sound and a muted top-out sound.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Linear Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylo,6.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/Sdc7caaaafa624b9db1fe9054bdb90bfbb_1200x1200.jpg?v=1662860516,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/Sdc7caaaafa624b9db1fe9054bdb90bfbb_1200x1200.jpg?v=1662860516,Sold out,Default Title  - Sold out
26,Dangkeebs,https://dangkeebs.com/products/jwick-taro,Jwick Taro,product,"Jwick Taros feature T1 tactility in a creamy colorway inspired by a tropical plant. They utilize new molds to minimize housing and stem wobble, and a dustproof stem to extend longevity.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Stem: POM  Top Housing: Polycarbonate Bottom H",5.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/S30a0682b100044d9b924c4affc992fe4u_1200x1200.jpg?v=1662860505,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/S30a0682b100044d9b924c4affc992fe4u_1200x1200.jpg?v=1662860505,Add to cart,Default Title
27,Dangkeebs,https://dangkeebs.com/products/jwick-ginger-milk,Jwick Ginger Milk,product,"Jwick Ginger Milks are inspired by the gentle colors of ginger milk. They utilize new molds to minimize housing and stem wobble, and a dustproof stem to extend longevity.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Sp",5.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2538_1200x1200.jpg?v=1662861649,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2538_1200x1200.jpg?v=1662861649,Add to cart,Default Title
28,Dangkeebs,https://dangkeebs.com/products/jwick-full-nylon-black,Jwick Full Nylon Black,product,"Jwick Full Nylon Black are part of JWK's budget line of switches. These switches offer JWK quality at an affordable price and feature a full PA66 housing, and POM stem. They're also lightly pre-lubed and ready to go!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Stem: POM  Top Ho",2.30,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2411_1200x1200.jpg?v=1662439392,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2411_1200x1200.jpg?v=1662439392,Sold out,Default Title  - Sold out
29,Dangkeebs,https://dangkeebs.com/products/blush-linear,Blush Linear,product,"From the designer:  Background:Sick of thin, cheap sounding and feeling switches, I wanted to provide something different to a lot of the newer linears on the market, specifically those manufactured by Durock/JWK. With this in mind, I had two primary goals with this switch - to provide full and even housing collisions ",6.00,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/XcStas3_1200x1200.jpg?v=1662428673,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/XcStas3_1200x1200.jpg?v=1662428673,Sold out,Default Title  - Sold out
30,Dangkeebs,https://dangkeebs.com/products/strawberry-milk-linear,Strawberry Milk - Linear,product,"Strawberry Milk Linears were inspired by one of our favorite childhood treats. These switches feature their own collectible milk bottle packaging, and the newest linear mold from Tecsee incorporating all improvements from past revisions. The switches are smoother, the tolerances are tighter, and ping has been improved.",6.80,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/StrawberryMilkCover_1200x1200.jpg?v=1640054086,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/StrawberryMilkCover_1200x1200.jpg?v=1640054086,Add to cart,Milk (White Housing)
31,Dangkeebs,https://dangkeebs.com/products/strawberry-milk-tactile,[Pre-Order] Strawberry Milk - Tactile,product,"Strawberry Milk Tactiles were inspired by one of our favorite childhood treats. They feature their own collectible milk bottle packaging, and a new medium-high tactile mold from Tecsee. The tactile event starts with minimal pre-travel, continues with a sharp tactile bump, and ends with the distinct sound signature of a",6.20,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/StrawberryMilkCover_d41e9bc2-1026-45b8-bbc4-dd5c3aa85c35_1200x1200.jpg?v=1640054117,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/StrawberryMilkCover_d41e9bc2-1026-45b8-bbc4-dd5c3aa85c35_1200x1200.jpg?v=1640054117,Add to cart,Strawberry (Pink Housing)
32,Dangkeebs,https://dangkeebs.com/products/lychee-uhmwpe-linear,Lychee UHMWPE - Linear,product,"Lychee UHMWPE Linear switches are inspired by lychee fruits and feature an UHMWPE stem and full nylon housing. UHMWPE is a unique material with a lower coefficient of friction than POM. It's a softer material that's self-lubricating, and highly resistant to abrasion. These distinct properties result in a smooth typing ",6.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/LycheeSwitchCoverPhoto_1200x1200.jpg?v=1626056800,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/LycheeSwitchCoverPhoto_1200x1200.jpg?v=1626056800,Sold out,Default Title  - Sold out
33,Dangkeebs,https://dangkeebs.com/products/lychee-uhmwpe-tactile,Lychee UHMWPE - Tactile,product,"Lychee UHMWPE Tactile switches are inspired by lychee fruits and feature an UHMWPE stem and full nylon housing. UHMWPE is a unique material with a lower coefficient of friction than POM. It's a softer material that's self-lubricating, and highly resistant to abrasion. These distinct properties result in a smooth typing",6.50,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/Tecsee-Lychee_1200x1200.png?v=1644186925,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/Tecsee-Lychee_1200x1200.png?v=1644186925,Sold out,Default Title  - Sold out
34,Dangkeebs,https://dangkeebs.com/products/blue-velvet-pme-linear,Blue Velvet PME - Linear,product,Blue Velvet PME Linear switches are inspired by blue velvet cakes and feature a proprietary plastic blend from Tecsee called PME. This material is used for both the top and bottom housing and provides for a slightly deeper sound signature than other traditional plastic blends. The switches also utilize a long pole stem,4.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/bluevelvetswitches_Final_1200x1200.png?v=1648856205,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/bluevelvetswitches_Final_1200x1200.png?v=1648856205,Sold out,Default Title  - Sold out
35,Dangkeebs,https://dangkeebs.com/products/blue-velvet-tactile,Blue Velvet PME - Tactile,product,Blue Velvet PME Tactiles are a moderate tactile switch inspired by blue velvet cakes and feature a proprietary plastic blend from Tecsee called PME. This material is used for both the top and bottom housing and provides for a slightly deeper sound signature than other traditional plastic blends. The switches also utili,4.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/bluevelvetswitches_Final_56071e4c-aa89-4787-b89b-8d595b3956cf_1200x1200.png?v=1617155223,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/bluevelvetswitches_Final_56071e4c-aa89-4787-b89b-8d595b3956cf_1200x1200.png?v=1617155223,Sold out,Default Title  - Sold out
36,Dangkeebs,https://dangkeebs.com/products/ktt-haluhalo,KTT HaluHalo,product,"KTT HaluHalo Switches combine our love for the Filipino dessert halo halo, and pastel tones. The switches feature a pastel purple housing, and various pastel stems to resemble the numerous toppings in halo halo. They will be a sweet addition to any set-up! Switches are sold in packs of 10.Quantity 1 = 10 switches. Spec",3.00,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1062-3_1200x1200.jpg?v=1638220051,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1062-3_1200x1200.jpg?v=1638220051,Add to cart,Default Title
37,Dangkeebs,https://dangkeebs.com/products/ktt-monochrome-onyx,KTT Monochrome - Onyx,product,"KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with a",4.60,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0768_1200x1200.jpg?v=1645310959,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0768_1200x1200.jpg?v=1645310959,Add to cart,Default Title
38,Dangkeebs,https://dangkeebs.com/products/ktt-monochrome-marble,KTT Monochrome - Marble,product,"Coming soon! Estimated to arrive Q2 2023   KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, and custom",4.60,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/KTTMonochromeBoxes_d480af6d-bab9-471e-b16b-40a314b81a32_1200x1200.jpg?v=1643514059,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/KTTMonochromeBoxes_d480af6d-bab9-471e-b16b-40a314b81a32_1200x1200.jpg?v=1643514059,Sold out,Default Title  - Sold out
39,Dangkeebs,https://dangkeebs.com/products/ktt-monochrome-chalk,KTT Monochrome - Chalk,product,"KTT Monochrome is a DK exclusive collection in collaboration with KTT in celebration of our long-standing partnership. The goal of this collection is to highlight underrated gems within KTT’s arsenal of switches. This collection utilizes a variety of uncommon molds, popular molds, and custom molds to provide you with a",3.30,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/KTTMonochromeBoxes_3a5530ca-b5a6-4676-9475-8eceea6fb601_1200x1200.jpg?v=1643514072,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/KTTMonochromeBoxes_3a5530ca-b5a6-4676-9475-8eceea6fb601_1200x1200.jpg?v=1643514072,Add to cart,Default Title
40,Dangkeebs,https://dangkeebs.com/products/ktt-kang-white,KTT Kang White V3,product,"KTT Kang White V3's are a new creation from KTT featuring updated molds to improve smoothness, wobble, and sound. Similar to their previous switches, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specificatio",2.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0996-6_1200x1200.jpg?v=1622348470,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0996-6_1200x1200.jpg?v=1622348470,Add to cart,Default Title
41,Dangkeebs,https://dangkeebs.com/products/ktt-rose-1,KTT Rose,product,"KTT Roses feature a progressive spring and chic Rose Pink housing. Made with a brand new mold, these switches are sure to provide a buttery smooth typing experience at an affordable price.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbonate Bottom Housing: Nyl",2.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9586-2_1200x1200.jpg?v=1623291448,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9586-2_1200x1200.jpg?v=1623291448,Add to cart,Default Title
42,Dangkeebs,https://dangkeebs.com/products/strawberry-v2,Strawberry V2,product,"Strawberry V2's are a sweet premium linear inspired by bright berries. They're composed of a clear top housing, transperant pink bottom housing, and pink POM stem allowing for improved RGB transmittance. Additionally, the switches are lightly pre-lubed with an improved factory lubing technique to ensure they're ready t",4.00,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0126-2_1200x1200.jpg?v=1633755618,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0126-2_1200x1200.jpg?v=1633755618,Add to cart,Default Title
43,Dangkeebs,https://dangkeebs.com/products/ktt-sea-salt-lemon,KTT Sea Salt Lemon,product,"KTT Sea Salt Lemon is another one of KTT's famous budget linears. These switches feature a teal housing, and yellow stem. Similar to their other offerings, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specif",2.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1457-3_1200x1200.jpg?v=1644726135,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1457-3_1200x1200.jpg?v=1644726135,Sold out,Default Title  - Sold out
44,Dangkeebs,https://dangkeebs.com/products/ktt-peach,KTT Peach,product,"KTT Peach is another one of KTT's famous budget linears. These switches feature a pink housing, and yellow stem. Similar to their other offerings, these switches are sure to provide a buttery smooth typing experience at an affordable price.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications:",2.70,USD,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/20220829100634_IMG_2288_Centered_1200x1200.jpg?v=1661800335,https://cdn.shopify.com/s/files/1/0064/2560/8282/products/20220829100634_IMG_2288_Centered_1200x1200.jpg?v=1661800335,Add to cart,Default Title
